Record,Record Type,Date,Modifier,Change Type,Changed Field,Old Value,New Value
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/8/2017 8:14 am,John Albura,Create,Record,&nbsp;,CUSTENTITY_TST_ENV_COMP
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 10:32 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 10:37 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 10:38 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 10:45 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 10:46 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 10:51 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 10:52 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:08 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:09 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:12 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:13 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:17 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:18 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:19 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:20 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:21 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:23 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:39 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:43 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:46 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:50 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:52 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:54 am,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 11:55 am,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:03 pm,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:04 pm,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:12 pm,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:13 pm,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:17 pm,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:18 pm,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:23 pm,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:24 pm,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:49 pm,Beverly Ucab,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:50 pm,Beverly Ucab,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 12:55 pm,Beverly Ucab,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 1:00 pm,Beverly Ucab,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 1:03 pm,Beverly Ucab,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 1:43 pm,Nicolas Cano,Change,Formula,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4408" target="_self" class="dottedlink">TST Env Compare</a>,Field,6/9/2017 1:44 pm,Nicolas Cano,Change,Formula,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4362" target="_self" class="dottedlink">Tst Target CL</a>,Field,5/9/2017 9:33 am,John Albura,Create,Record,&nbsp;,CUSTEVENT5
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4362" target="_self" class="dottedlink">Tst Target CL</a>,Field,6/19/2017 7:41 am,Agustin Aste,Change,Type,Free-Form Text,Hyperlink
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4362" target="_self" class="dottedlink">Tst Target CL</a>,Field,6/19/2017 7:41 am,Agustin Aste,Change,Label,Test CRM Field 2,Tst Target CL
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4362" target="_self" class="dottedlink">Tst Target CL</a>,Field,6/19/2017 7:41 am,Agustin Aste,Change,Description,test,testing
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4362" target="_self" class="dottedlink">Tst Target CL</a>,Field,6/19/2017 7:41 am,Agustin Aste,Change,Owner,John Albura,Dev One
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4362" target="_self" class="dottedlink">Tst Target CL</a>,Field,6/19/2017 7:41 am,Agustin Aste,Change,Global Search,F,T
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Description,&nbsp;,test
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Owner,&nbsp;,John Albura
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Name,&nbsp;,TType 1
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE1
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Inactive,&nbsp;,F
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Notify Owner,&nbsp;,T
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Log Level,&nbsp;,Debug
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Script File,&nbsp;,AddKBCustomizations_KBS_CS.js
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Notify User,&nbsp;,F
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Plugin Class,&nbsp;,Type1
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Status,&nbsp;,Testing
TType 1,Script,5/2/2017 8:43 am,John Albura,Set,Notify All Admins,&nbsp;,F
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Log Level,&nbsp;,Debug
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Description,&nbsp;,Typ2 2
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Owner,&nbsp;,John Albura
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Name,&nbsp;,TType 2
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE2
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Inactive,&nbsp;,F
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Notify Owner,&nbsp;,T
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Notify All Admins,&nbsp;,F
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_SL_AddCustomerPopup.js
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Notify User,&nbsp;,F
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Plugin Class,&nbsp;,Type2
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 2,Script,5/2/2017 8:54 am,John Albura,Set,Status,&nbsp;,Testing
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Description,&nbsp;,ttype 3
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Owner,&nbsp;,John Albura
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Name,&nbsp;,TType 3
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE3
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Inactive,&nbsp;,F
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Notify Owner,&nbsp;,T
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Log Level,&nbsp;,Debug
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Script File,&nbsp;,AdvPromo_SL_IS_Order_EditItemPopup_SS.js
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Notify User,&nbsp;,F
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Plugin Class,&nbsp;,Type3
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Status,&nbsp;,Testing
TType 3,Script,5/2/2017 9:14 am,John Albura,Set,Notify All Admins,&nbsp;,F
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Description,&nbsp;,Tst only
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Owner,&nbsp;,John Albura
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Name,&nbsp;,TType 4
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE4
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Inactive,&nbsp;,F
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Notify Owner,&nbsp;,T
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Log Level,&nbsp;,Debug
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_PG_Library.js
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Notify User,&nbsp;,F
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Plugin Class,&nbsp;,Type4
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Status,&nbsp;,Testing
TType 4,Script,5/2/2017 10:27 am,John Albura,Set,Notify All Admins,&nbsp;,F
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Owner,&nbsp;,John Albura
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Description,&nbsp;,tttttype 5
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Name,&nbsp;,TType 5
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE5
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Inactive,&nbsp;,F
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Notify Owner,&nbsp;,T
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Log Level,&nbsp;,Debug
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_SL_AddAllItemsForm_SS.js
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Notify User,&nbsp;,F
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Plugin Class,&nbsp;,Type5
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Status,&nbsp;,Testing
TType 5,Script,5/2/2017 11:07 am,John Albura,Set,Notify All Admins,&nbsp;,F
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Description,&nbsp;,Type 6
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE6
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Inactive,&nbsp;,F
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Notify Owner,&nbsp;,T
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Notify All Admins,&nbsp;,F
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Script File,&nbsp;,AdvPromo_SL_IS_Discount_EditShippingPopup.js
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Name,&nbsp;,TType 6
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Plugin Class,&nbsp;,Type6
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Status,&nbsp;,Testing
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Log Level,&nbsp;,Debug
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Owner,&nbsp;,John Albura
TType 6,Script,5/2/2017 11:37 pm,John Albura,Set,Notify User,&nbsp;,F
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Description,&nbsp;,Test type 7
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Owner,&nbsp;,John Albura
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Name,&nbsp;,TType 7
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE7
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Inactive,&nbsp;,F
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Notify Owner,&nbsp;,T
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Log Level,&nbsp;,Debug
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_PG_ItemSpecific_SS.js
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Notify User,&nbsp;,F
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Plugin Class,&nbsp;,Type7
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Status,&nbsp;,Testing
TType 7,Script,5/3/2017 12:50 am,John Albura,Set,Notify All Admins,&nbsp;,F
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Description,&nbsp;,Test type 8
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Owner,&nbsp;,John Albura
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Name,&nbsp;,TType 8
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TTYPE8
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Inactive,&nbsp;,F
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Notify Owner,&nbsp;,T
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Log Level,&nbsp;,Debug
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_PG_Model.js
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Notify User,&nbsp;,F
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Plugin Class,&nbsp;,Type8
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Status,&nbsp;,Testing
TType 8,Script,5/3/2017 2:26 am,John Albura,Set,Notify All Admins,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3855" target="_self" class="dottedlink">Type</a>,Field,5/23/2017 3:43 am,Dev, Two,Set,Description,&nbsp;,This is type account of the Environment record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3855" target="_self" class="dottedlink">Type</a>,Field,5/23/2017 3:43 am,Dev, Two,Set,Help,&nbsp;,This is type account of the Environment record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3855" target="_self" class="dottedlink">Type</a>,Field,5/23/2017 3:43 am,Dev, Two,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3296" target="_self" class="dottedlink">Type</a>,Field,5/25/2017 7:59 am,John Albura,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3296" target="_self" class="dottedlink">Type</a>,Field,5/25/2017 7:59 am,John Albura,Set,Default Value,&nbsp;,9
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3296" target="_self" class="dottedlink">Type</a>,Field,5/25/2017 8:01 am,John Albura,Unset,Default Value,9,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3812" target="_self" class="dottedlink">UPDATE CHILD ASSIGNED</a>,Field,5/23/2017 5:30 am,Carlos Banawan,Set,Help,&nbsp;,Update the child assigned when checked
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3812" target="_self" class="dottedlink">UPDATE CHILD ASSIGNED</a>,Field,5/23/2017 5:30 am,Carlos Banawan,Set,Description,&nbsp;,Update the child assigned when checked
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3812" target="_self" class="dottedlink">UPDATE CHILD ASSIGNED</a>,Field,5/23/2017 5:30 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3572" target="_self" class="dottedlink">Use By Type:</a>,Field,5/23/2017 3:37 am,Carlos Banawan,Set,Description,&nbsp;,This is the list of use by record types for Metadata
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3572" target="_self" class="dottedlink">Use By Type:</a>,Field,5/23/2017 3:37 am,Carlos Banawan,Set,Help,&nbsp;,This is the list of use by record types for Metadata
